id_sprzedazy,data,id_dostepnosci,id_pracownika,id_firmy_kupujacej
8106,13/12/2016,278,851,165
8107,17/02/2018,822,586,721
8108,02/04/2017,732,238,595
8109,29/06/2016,484,966,343
8110,16/07/2017,498,758,335
8111,14/02/2022,926,607,608
8112,05/11/2018,733,109,208
8113,21/04/2020,640,786,539
8114,20/08/2021,501,783,452
8115,11/12/2015,41,497,72
8116,04/02/2016,964,337,150
8117,24/09/2017,199,208,491
8118,12/02/2020,576,376,727
8119,30/12/2020,337,530,71
8120,05/05/2017,37,192,253
8121,13/03/2020,669,562,17
8122,02/10/2016,791,665,123
8123,25/11/2015,523,895,336
8124,20/08/2021,61,83,784
8125,21/11/2021,514,685,369
8126,11/01/2022,340,935,412
8127,05/03/2017,149,455,465
8128,27/02/2019,35,789,578
8129,13/03/2021,340,75,124
8130,25/02/2018,563,20,198
8131,16/08/2015,652,162,549
8132,04/07/2018,727,15,719
8133,03/10/2019,468,574,357
8134,07/12/2019,225,254,540
8135,22/10/2020,422,512,757
8136,31/08/2019,630,723,629
8137,09/11/2016,589,429,467
8138,05/04/2019,877,177,378
8139,11/07/2016,606,320,495
8140,30/12/2015,442,926,626
8141,10/10/2017,402,665,569
8142,19/02/2017,761,731,52
8143,01/07/2020,611,859,421
8144,16/01/2016,347,703,731
8145,05/09/2015,937,931,361
8146,28/09/2020,60,548,368
8147,08/06/2019,675,205,181
8148,29/10/2020,213,438,469
8149,02/12/2016,964,12,678
8150,26/06/2020,942,497,539
8151,04/03/2017,484,183,345
8152,01/01/2020,461,827,595
8153,11/10/2021,788,894,110
8154,12/10/2019,727,193,258
8155,30/01/2016,616,317,747
8156,28/02/2018,549,905,5
8157,16/09/2015,320,489,448
8158,20/10/2016,952,722,761
8159,19/02/2016,701,13,433
8160,03/10/2017,12,849,201
8161,18/09/2017,856,901,146
8162,23/04/2021,21,784,517
8163,02/03/2020,882,22,471
8164,22/12/2015,53,233,424
8165,30/06/2021,419,721,484
8166,09/09/2017,487,712,147
8167,10/08/2020,206,485,471
8168,16/04/2019,410,893,117
8169,15/04/2021,665,374,570
8170,06/02/2018,153,189,500
8171,23/09/2019,62,596,142
8172,03/07/2019,769,460,55
8173,02/09/2016,410,678,696
8174,19/10/2016,828,472,300
8175,31/10/2020,908,592,100
8176,15/01/2017,349,431,78
8177,31/08/2018,291,644,590
8178,16/05/2018,703,13,414
8179,19/09/2016,785,52,416
8180,25/05/2018,500,318,116
8181,26/08/2020,385,564,581
8182,25/12/2017,65,732,652
8183,13/05/2020,821,807,432
8184,07/08/2019,944,466,151
8185,03/02/2016,4,122,202
8186,06/11/2019,472,627,683
8187,05/07/2017,855,797,104
8188,04/01/2019,922,22,62
8189,17/04/2022,914,849,611
8190,16/08/2017,246,393,47
8191,12/09/2020,905,153,566
8192,17/08/2021,198,45,694
8193,11/08/2015,185,319,308
8194,18/01/2022,176,585,439
8195,23/01/2020,773,187,293
8196,23/09/2018,372,602,357
8197,15/04/2019,799,962,356
8198,11/02/2017,189,942,46
8199,15/08/2020,824,841,112
8200,12/11/2021,343,359,787
8201,30/04/2019,327,843,220
8202,11/01/2017,28,183,557
8203,05/07/2021,319,771,710
8204,14/02/2016,765,210,795
8205,13/04/2017,606,125,715
8206,20/02/2019,860,793,105
8207,26/03/2021,817,420,152
8208,12/04/2021,998,180,642
8209,25/02/2016,605,946,682
8210,08/05/2022,90,582,229
8211,09/11/2017,852,322,274
8212,06/09/2020,946,739,765
8213,09/12/2021,8,36,549
8214,24/04/2020,844,881,636
8215,21/12/2016,965,318,17
8216,26/12/2021,929,31,472
8217,28/12/2020,722,655,162
8218,23/03/2019,340,103,436
8219,06/10/2021,467,807,577
8220,18/01/2021,234,129,77
8221,06/10/2016,392,220,685
8222,26/06/2020,134,373,322
8223,26/06/2015,297,93,430
8224,04/11/2015,557,342,112
8225,19/04/2021,676,555,446
8226,02/05/2022,996,667,307
8227,19/11/2019,311,881,156
8228,25/07/2018,323,706,256
8229,06/11/2021,669,496,184
8230,14/06/2019,884,339,78
8231,12/02/2020,795,78,553
8232,14/05/2016,152,311,231
8233,18/09/2019,107,363,109
8234,11/06/2019,16,446,92
8235,24/03/2022,554,62,118
8236,31/12/2016,499,134,96
8237,14/06/2017,245,541,483
8238,12/04/2021,529,891,148
8239,10/06/2018,262,355,56
8240,16/03/2016,268,667,153
8241,01/02/2022,490,773,165
8242,28/06/2020,48,674,784
8243,21/06/2015,835,148,169
8244,09/07/2015,915,262,3
8245,12/11/2017,516,579,249
8246,24/11/2019,847,370,746
8247,05/07/2020,480,906,738
8248,31/10/2015,309,582,708
8249,18/05/2019,595,94,694
8250,12/12/2015,38,81,404
8251,27/01/2016,32,673,479
8252,13/11/2021,72,104,147
8253,29/09/2018,155,925,377
8254,08/07/2017,760,782,388
8255,12/09/2021,833,77,122
8256,21/11/2017,422,900,426
8257,11/12/2021,586,300,748
8258,18/11/2017,771,247,285
8259,12/03/2018,899,673,719
8260,27/01/2019,184,564,734
8261,09/12/2018,827,379,332
8262,18/01/2018,699,728,51
8263,01/06/2019,947,178,181
8264,02/03/2016,943,143,326
8265,21/03/2016,547,65,224
8266,07/04/2017,709,229,151
8267,14/11/2015,556,549,787
8268,20/05/2018,312,594,58
8269,10/07/2015,345,12,486
8270,21/11/2017,31,184,434
8271,11/12/2020,802,565,271
8272,18/05/2016,497,37,266
8273,19/11/2017,919,202,163
8274,15/05/2019,901,910,548
8275,15/11/2019,922,996,416
8276,09/08/2021,1,485,293
8277,19/10/2015,716,329,322
8278,27/05/2015,856,795,704
8279,30/08/2017,196,583,73
8280,16/02/2019,795,520,460
8281,29/08/2021,793,308,714
8282,10/04/2016,392,808,381
8283,26/09/2017,175,556,759
8284,25/09/2019,277,152,490
8285,29/05/2016,803,76,11
8286,05/01/2020,652,565,759
8287,23/01/2016,208,571,44
8288,12/12/2018,925,765,696
8289,03/01/2020,925,128,74
8290,03/12/2018,91,988,56
8291,01/12/2020,410,581,497
8292,30/12/2016,802,935,91
8293,11/07/2019,747,350,508
8294,27/04/2018,9,798,696
8295,29/09/2015,371,514,669
8296,26/06/2019,466,959,596
8297,02/02/2018,956,217,363
8298,20/02/2016,2,332,351
8299,07/02/2021,96,990,21
8300,30/08/2019,973,668,207
8301,28/04/2020,767,507,406
8302,18/07/2018,751,92,385
8303,24/01/2021,632,722,31
8304,26/10/2017,918,228,667
8305,13/03/2022,987,92,62
8306,27/03/2018,234,979,545
8307,13/07/2020,75,821,325
8308,17/02/2022,635,457,582
8309,07/03/2016,229,186,136
8310,27/10/2019,401,556,459
8311,03/12/2019,53,929,750
8312,13/04/2017,698,20,557
8313,14/01/2016,512,626,482
8314,04/04/2016,940,961,568
8315,23/03/2020,978,639,754
8316,23/03/2022,265,21,299
8317,23/06/2016,841,31,440
8318,21/03/2016,417,583,51
8319,07/07/2018,107,515,392
8320,26/10/2016,322,589,223
8321,25/04/2019,590,120,602
8322,19/03/2019,410,766,82
8323,19/10/2015,814,522,194
8324,07/06/2021,574,456,355
8325,30/01/2022,43,777,312
8326,12/03/2022,206,181,681
8327,02/01/2016,667,835,537
8328,07/10/2016,759,691,292
8329,07/07/2017,632,629,717
8330,22/08/2017,533,873,333
8331,29/12/2018,672,886,629
8332,30/05/2016,287,604,403
8333,30/07/2019,476,253,696
8334,17/05/2017,533,974,791
8335,28/07/2016,832,737,321
8336,30/06/2020,93,97,230
8337,10/06/2020,580,164,241
8338,15/07/2020,407,57,692
8339,19/01/2019,767,795,236
8340,10/02/2022,544,873,624
8341,14/09/2018,484,174,534
8342,12/10/2020,365,758,420
8343,13/08/2019,371,549,41
8344,20/01/2018,903,848,243
8345,14/03/2019,164,883,755
8346,08/01/2022,303,365,15
8347,03/11/2020,289,413,348
8348,11/08/2018,333,992,695
8349,05/01/2019,673,942,78
8350,04/12/2019,60,874,496
8351,16/03/2020,969,239,143
8352,19/09/2019,425,342,230
8353,09/01/2017,226,401,237
8354,09/06/2021,662,346,793
8355,09/06/2020,887,354,330
8356,02/12/2015,588,279,272
8357,20/11/2021,292,840,130
8358,23/07/2018,666,146,779
8359,04/04/2021,797,239,642
8360,29/06/2020,697,103,277
8361,24/09/2021,139,510,704
8362,19/01/2019,932,128,176
8363,14/08/2019,86,67,573
8364,17/05/2019,782,698,47
8365,09/07/2018,959,773,368
8366,12/07/2016,177,86,510
8367,07/01/2022,395,272,666
8368,30/03/2021,649,608,700
8369,30/05/2019,810,315,355
8370,08/06/2016,662,705,296
8371,01/06/2019,751,575,267
8372,21/10/2016,933,498,460
8373,13/11/2016,567,704,120
8374,15/11/2015,905,190,755
8375,13/04/2016,587,664,298
8376,21/12/2020,333,150,695
8377,22/11/2019,151,566,497
8378,25/08/2020,236,625,662
8379,24/11/2016,337,69,797
8380,09/04/2022,247,194,654
8381,28/02/2022,244,300,503
8382,03/11/2019,572,386,151
8383,12/12/2021,72,364,11
8384,10/12/2021,950,92,123
8385,02/08/2020,515,968,740
8386,25/03/2020,841,991,164
8387,04/11/2021,829,156,644
8388,01/06/2019,383,442,393
8389,21/10/2017,707,972,6
8390,21/05/2018,588,203,312
8391,31/05/2016,38,516,731
8392,29/12/2016,623,144,667
8393,29/07/2017,238,301,200
8394,06/09/2018,76,834,153
8395,30/09/2019,131,940,470
8396,18/01/2022,673,149,160
8397,15/01/2018,825,136,156
8398,05/04/2021,859,482,299
8399,31/03/2019,292,965,300
8400,15/02/2021,285,512,198
8401,02/01/2019,753,109,273
8402,01/07/2018,631,934,615
8403,15/07/2017,805,789,580
8404,22/12/2015,185,708,218
8405,08/06/2018,588,820,132
8406,31/05/2018,784,530,144
8407,07/04/2017,177,500,68
8408,05/10/2018,495,451,135
8409,20/01/2021,800,401,536
8410,11/08/2015,757,152,588
8411,22/05/2017,151,960,494
8412,29/11/2017,222,686,504
8413,09/05/2021,570,454,199
8414,30/11/2020,673,603,158
8415,27/10/2016,15,453,190
8416,17/04/2020,195,346,540
8417,30/12/2019,22,361,754
8418,20/04/2021,894,785,335
8419,17/06/2015,637,871,519
8420,23/09/2015,728,265,616
8421,11/02/2018,54,787,350
8422,18/02/2019,496,580,630
8423,28/02/2016,867,597,443
8424,18/10/2020,945,575,217
8425,16/11/2016,773,96,292
8426,28/10/2018,347,994,710
8427,09/01/2018,666,888,739
8428,01/04/2018,598,993,711
8429,25/05/2016,521,759,788
8430,12/05/2022,33,726,565
8431,07/03/2017,969,561,623
8432,20/08/2020,217,430,211
8433,07/03/2018,94,627,453
8434,26/05/2020,266,51,319
8435,16/05/2021,313,231,4
8436,17/10/2021,589,283,275
8437,12/09/2020,278,812,379
8438,15/04/2018,561,907,587
8439,11/08/2019,650,936,353
8440,14/10/2018,538,702,547
8441,25/07/2017,212,638,628
8442,13/12/2019,989,839,573
8443,01/08/2020,53,613,211
8444,03/05/2019,724,734,279
8445,23/12/2015,459,877,485
8446,13/01/2022,353,345,97
8447,25/05/2016,125,812,358
8448,13/02/2020,928,442,195
8449,22/04/2021,312,183,657
8450,04/02/2016,485,664,473
8451,25/12/2021,697,599,489
8452,22/01/2018,981,310,344
8453,02/07/2019,826,761,234
8454,06/12/2021,649,286,678
8455,02/05/2018,806,421,65
8456,12/04/2022,594,58,304
8457,03/01/2019,948,700,107
8458,01/07/2017,986,368,634
8459,11/12/2017,648,574,546
8460,19/01/2020,765,53,227
8461,21/01/2017,797,775,513
8462,27/11/2016,761,31,154
8463,01/07/2018,948,8,564
8464,16/10/2016,483,751,267
8465,23/06/2018,344,547,209
8466,31/05/2016,649,825,694
8467,13/07/2018,253,785,28
8468,19/06/2016,731,254,153
8469,07/06/2017,922,61,386
8470,15/04/2016,508,907,396
8471,25/02/2022,109,749,239
8472,14/09/2018,115,628,297
8473,04/04/2016,232,752,529
8474,22/05/2020,338,873,341
8475,16/01/2017,584,184,513
8476,25/07/2016,738,893,598
8477,13/03/2017,598,390,533
8478,24/07/2019,630,566,337
8479,13/10/2020,565,102,311
8480,06/05/2017,119,806,321
8481,24/03/2019,664,489,328
8482,07/11/2016,414,890,692
8483,16/03/2022,878,176,729
8484,07/06/2020,879,35,288
8485,03/06/2017,764,417,226
8486,05/09/2019,540,179,86
8487,16/10/2018,352,244,652
8488,29/06/2017,145,71,674
8489,26/06/2021,658,412,728
8490,08/04/2021,172,331,303
8491,04/02/2022,234,686,585
8492,23/06/2017,695,773,24
8493,12/11/2016,833,949,642
8494,03/02/2017,645,525,336
8495,25/06/2019,30,989,618
8496,08/01/2019,682,619,134
8497,28/01/2016,280,71,57
8498,16/03/2022,583,827,76
8499,30/09/2021,391,375,682
8500,01/08/2015,174,980,728
8501,29/12/2018,65,801,194
8502,17/05/2022,233,836,272
8503,19/11/2018,528,600,499
8504,18/02/2022,50,190,599
8505,03/06/2016,215,689,260
8506,28/04/2017,747,31,695
8507,24/01/2017,374,398,690
8508,09/02/2018,950,254,616
8509,06/06/2015,912,367,698
8510,06/03/2020,272,909,508
8511,24/10/2019,907,804,299
8512,09/01/2017,845,584,686
8513,01/02/2016,933,999,96
8514,23/12/2020,884,645,457
8515,14/02/2019,413,711,265
8516,31/08/2019,467,741,754
8517,01/10/2018,81,10,345
8518,18/03/2017,939,537,353
8519,10/03/2019,913,123,151
8520,27/01/2020,808,866,653
8521,20/09/2020,626,709,582
8522,29/04/2017,441,375,374
8523,28/06/2019,280,411,99
8524,27/01/2017,669,766,608
8525,25/08/2019,779,375,275
8526,24/08/2019,439,533,317
8527,26/10/2021,820,550,171
8528,12/02/2018,665,267,373
8529,30/11/2020,545,385,777
8530,31/08/2017,586,522,207
8531,22/03/2019,623,177,71
8532,01/03/2016,811,474,134
8533,12/11/2021,464,744,559
8534,01/09/2016,755,380,112
8535,16/09/2018,428,463,732
8536,06/04/2017,208,276,567
8537,09/05/2020,848,445,743
8538,02/11/2020,633,653,647
8539,18/03/2016,527,447,176
8540,22/09/2018,693,106,355
8541,19/08/2018,174,89,446
8542,19/03/2018,580,491,614
8543,16/09/2017,206,221,400
8544,27/02/2022,132,30,686
8545,10/02/2018,915,500,547
8546,22/09/2017,884,713,558
8547,09/04/2021,398,889,375
8548,05/10/2020,620,537,542
8549,19/06/2016,571,775,216
8550,10/05/2017,864,245,552
8551,06/04/2022,14,687,440
8552,18/09/2017,150,928,218
8553,13/12/2015,77,193,70
8554,20/01/2016,997,350,696
8555,14/03/2020,406,872,389
8556,26/12/2015,966,40,349
8557,15/01/2021,949,167,41
8558,03/03/2019,574,83,474
8559,19/05/2020,306,67,5
8560,20/02/2021,863,337,54
8561,31/03/2018,333,124,85
8562,25/03/2021,41,393,678
8563,24/08/2015,269,755,41
8564,17/02/2019,423,813,172
8565,15/03/2018,245,543,346
8566,24/04/2018,902,667,373
8567,10/01/2020,506,555,377
8568,23/09/2018,250,410,735
8569,18/09/2017,419,888,672
8570,26/02/2017,887,982,138
8571,25/11/2017,639,788,487
8572,03/02/2021,286,341,406
8573,20/08/2020,764,76,248
8574,02/08/2015,896,991,518
8575,21/06/2017,950,662,469
8576,16/09/2016,359,377,762
8577,07/12/2018,707,400,624
8578,04/05/2021,933,861,214
8579,21/01/2020,743,818,544
8580,04/07/2020,437,252,433
8581,13/08/2015,549,602,427
8582,18/10/2020,971,426,616
8583,25/09/2019,902,48,719
8584,18/07/2018,364,974,330
8585,16/03/2018,871,730,88
8586,19/07/2016,34,244,695
8587,05/02/2019,955,44,584
8588,10/11/2018,352,383,788
8589,11/03/2022,126,783,262
8590,31/05/2021,436,13,750
8591,16/03/2016,569,812,542
8592,10/05/2021,809,500,317
8593,17/09/2020,398,850,291
8594,02/05/2021,947,830,151
8595,04/05/2018,472,961,742
8596,17/06/2018,278,554,460
8597,31/07/2015,524,917,777
8598,16/03/2016,994,801,343
8599,19/03/2016,498,168,4
8600,13/06/2019,126,713,334
8601,20/05/2016,510,451,621
8602,17/05/2020,90,822,31
8603,30/03/2019,674,953,644
8604,06/09/2020,348,831,655
8605,07/12/2018,474,164,716
8606,05/02/2016,463,396,405
8607,02/02/2022,867,394,761
8608,13/11/2015,324,888,206
8609,18/07/2019,487,81,99
8610,01/12/2020,499,668,749
8611,23/06/2015,371,821,486
8612,20/12/2018,21,896,219
8613,31/01/2018,748,589,150
8614,13/12/2017,785,897,633
8615,23/03/2018,773,598,796
8616,04/11/2020,189,487,483
8617,09/08/2016,206,584,688
8618,13/08/2016,627,164,595
8619,31/10/2021,208,210,535
8620,31/07/2017,421,446,296
8621,24/06/2019,637,837,59
8622,07/08/2018,167,516,485
8623,29/12/2017,210,319,590
8624,10/10/2017,680,268,432
8625,16/11/2020,238,815,733
8626,14/09/2017,4,734,765
8627,02/06/2015,469,251,777
8628,19/03/2017,47,844,670
8629,05/03/2017,170,528,663
8630,01/09/2021,625,535,20
8631,03/06/2016,600,875,534
8632,18/06/2019,430,57,195
8633,29/04/2019,741,618,61
8634,21/10/2015,928,444,301
8635,27/10/2017,184,872,291
8636,14/08/2016,556,92,569
8637,26/04/2019,515,374,582
8638,04/08/2015,418,764,424
8639,28/08/2016,705,284,348
8640,29/08/2021,879,726,231
8641,13/07/2015,542,239,169
8642,05/06/2019,389,733,203
8643,09/02/2017,205,331,653
8644,30/12/2021,547,300,106
8645,12/04/2022,54,590,184
8646,13/08/2019,81,602,466
8647,10/03/2021,683,831,113
8648,19/05/2017,567,67,75
8649,06/03/2017,697,525,43
8650,04/01/2019,572,199,189
8651,17/08/2016,560,685,48
8652,25/11/2016,82,762,216
8653,23/01/2017,243,438,173
8654,30/04/2018,862,185,216
8655,10/11/2017,193,438,766
8656,03/10/2018,212,740,647
8657,15/01/2016,706,797,170
8658,11/02/2019,649,866,586
8659,23/11/2021,461,662,132
8660,24/06/2015,506,950,7
8661,31/10/2021,723,300,716
8662,13/08/2015,996,612,497
8663,12/12/2021,440,452,291
8664,27/03/2022,387,804,796
8665,11/07/2016,483,739,152
8666,04/06/2020,508,710,220
8667,31/05/2015,412,435,706
8668,12/08/2018,440,364,226
8669,17/07/2016,183,400,790
8670,16/09/2016,379,399,258
8671,13/11/2018,38,181,278
8672,23/09/2020,566,67,6
8673,10/01/2022,947,530,561
8674,30/08/2020,401,959,792
8675,21/04/2017,163,235,792
8676,11/04/2017,853,708,223
8677,28/11/2017,750,415,589
8678,21/03/2021,73,261,668
8679,27/04/2018,376,898,407
8680,03/08/2021,981,89,579
8681,15/12/2016,16,693,679
8682,03/06/2020,137,709,336
8683,04/02/2020,248,39,275
8684,02/07/2017,11,546,398
8685,01/03/2017,964,348,88
8686,20/02/2022,905,837,299
8687,22/10/2021,704,306,319
8688,20/11/2020,827,429,408
8689,18/04/2020,603,669,638
8690,27/08/2016,895,628,610
8691,27/11/2016,74,60,724
8692,07/06/2017,692,226,65
8693,02/12/2018,317,772,126
8694,13/09/2016,891,642,302
8695,13/06/2015,702,134,304
8696,09/11/2015,949,795,701
8697,17/10/2020,109,479,660
8698,13/06/2019,247,715,466
8699,10/07/2015,612,764,133
8700,27/03/2018,82,764,2
8701,15/11/2015,324,248,798
8702,23/02/2018,306,53,731
8703,20/08/2017,94,318,50
8704,02/04/2017,528,597,733
8705,01/03/2021,988,109,477
8706,13/11/2021,311,296,20
8707,02/07/2021,535,543,745
8708,18/03/2016,43,97,448
8709,04/01/2020,796,397,719
8710,21/09/2018,777,237,770
8711,26/09/2019,167,955,436
8712,26/04/2020,37,342,26
8713,27/08/2020,949,513,336
8714,04/10/2018,253,214,36
8715,10/08/2018,600,148,5
8716,09/10/2017,554,835,448
8717,13/05/2022,37,947,737
8718,15/01/2018,774,344,343
8719,01/11/2021,693,837,636
8720,16/12/2015,129,729,592
8721,07/08/2019,655,577,208
8722,20/06/2016,36,307,32
8723,03/05/2018,205,11,253
8724,20/11/2019,141,236,7
8725,18/01/2018,748,783,141
8726,17/11/2020,472,675,90
8727,07/01/2020,588,437,4
8728,07/01/2016,540,785,595
8729,11/12/2021,442,432,733
8730,26/02/2018,371,205,262
8731,28/05/2017,711,461,581
8732,30/01/2020,187,113,419
8733,10/03/2016,343,349,26
8734,04/03/2016,515,768,454
8735,03/10/2017,779,630,397
8736,20/07/2017,507,456,20
8737,13/12/2015,427,671,600
8738,01/09/2018,746,818,216
8739,20/06/2017,195,188,326
8740,07/05/2022,190,30,757
8741,14/04/2017,575,392,493
8742,01/02/2019,517,931,124
8743,16/02/2016,156,151,21
8744,29/08/2016,411,240,57
8745,11/02/2016,854,93,46
8746,16/09/2019,388,823,630
8747,19/07/2021,727,124,529
8748,14/01/2021,705,540,677
8749,10/11/2016,773,226,515
8750,16/01/2018,391,434,17
8751,20/02/2016,722,140,456
8752,22/06/2019,378,769,375
8753,02/10/2021,165,811,539
8754,14/11/2021,32,215,139
8755,03/05/2016,736,454,429
8756,02/11/2015,72,619,411
8757,27/02/2020,510,417,394
8758,13/08/2020,224,456,415
8759,13/02/2020,632,175,34
8760,19/06/2021,161,809,695
8761,01/12/2021,318,358,606
8762,17/06/2015,648,342,534
8763,09/07/2019,783,705,654
8764,13/11/2018,571,431,758
8765,17/02/2022,854,600,575
8766,21/06/2020,616,190,675
8767,25/03/2021,949,921,271
8768,02/10/2016,707,300,165
8769,20/01/2022,611,126,70
8770,20/04/2022,515,758,124
8771,16/08/2021,668,116,370
8772,18/11/2020,595,340,128
8773,15/02/2018,92,192,267
8774,27/03/2019,965,629,135
8775,10/05/2017,899,897,455
8776,18/01/2020,584,112,109
8777,23/12/2021,576,138,271
8778,22/03/2022,407,705,775
8779,17/04/2016,936,84,241
8780,03/09/2016,309,364,143
8781,28/05/2020,522,490,679
8782,22/04/2020,780,933,88
8783,11/07/2020,468,836,35
8784,27/03/2021,509,12,292
8785,05/11/2017,222,285,324
8786,07/05/2017,86,643,694
8787,19/06/2017,393,172,99
8788,01/10/2020,886,567,608
8789,10/12/2017,970,378,343
8790,05/09/2015,31,438,237
8791,22/10/2016,939,727,77
8792,16/12/2021,136,154,155
8793,14/09/2016,661,314,734
8794,06/03/2021,637,125,749
8795,16/10/2015,389,955,193
8796,25/05/2016,872,766,181
8797,22/01/2022,654,569,96
8798,30/12/2016,325,490,108
8799,17/01/2020,564,188,20
8800,03/01/2016,793,443,408
8801,12/09/2019,523,837,314
8802,26/05/2015,969,293,235
8803,26/10/2016,641,818,188
8804,07/04/2020,878,809,429
8805,09/11/2021,195,822,574
8806,14/05/2017,329,484,407
8807,20/03/2020,673,93,172
8808,27/05/2019,170,277,718
8809,20/01/2021,772,304,265
8810,16/11/2016,380,80,91
8811,28/06/2021,675,771,617
8812,07/08/2020,529,147,531
8813,23/06/2015,122,588,613
8814,07/09/2018,38,878,492
8815,28/12/2020,566,820,93
8816,23/09/2017,101,719,735
8817,24/03/2016,113,310,330
8818,16/10/2019,701,82,691
8819,01/06/2016,655,633,181
8820,08/08/2019,528,932,222
8821,23/05/2015,161,890,238
8822,29/04/2017,857,194,216
8823,28/09/2021,722,432,726
8824,06/05/2021,945,362,206
8825,12/01/2018,570,600,273
8826,12/09/2020,861,43,524
8827,08/11/2015,469,856,773
8828,16/05/2022,756,837,716
8829,15/07/2018,813,48,356
8830,15/10/2015,713,377,126
8831,26/07/2019,540,647,255
8832,07/01/2020,399,92,398
8833,17/01/2019,838,506,314
8834,13/04/2021,383,765,754
8835,10/08/2020,504,276,260
8836,11/08/2018,459,704,371
8837,02/05/2020,263,501,621
8838,09/05/2019,80,909,235
8839,27/03/2018,581,103,468
8840,17/01/2019,22,458,547
8841,30/09/2018,467,163,683
8842,31/03/2017,648,927,700
8843,17/11/2021,105,727,235
8844,30/09/2019,616,602,667
8845,31/07/2018,604,389,394
8846,28/05/2016,320,742,451
8847,25/07/2015,507,727,610
8848,19/04/2016,137,668,151
8849,30/12/2018,96,404,20
8850,31/10/2015,68,924,580
8851,01/03/2016,505,187,763
8852,19/10/2019,539,25,534
8853,05/09/2018,956,364,378
8854,24/01/2018,513,748,562
8855,19/03/2019,110,556,14
8856,13/02/2017,319,181,143
8857,27/04/2021,896,501,253
8858,01/11/2020,71,299,730
8859,01/07/2018,833,663,434
8860,30/05/2018,819,128,380
8861,04/07/2021,841,857,558
8862,19/02/2020,277,863,704
8863,10/07/2019,182,582,781
8864,09/07/2018,625,305,205
8865,29/04/2019,162,443,433
8866,20/10/2020,108,543,88
8867,09/11/2018,249,224,456
8868,11/10/2016,410,989,697
8869,23/01/2020,72,227,6
8870,06/04/2020,947,423,264
8871,05/06/2020,66,156,440
8872,24/04/2022,224,178,563
8873,22/09/2018,365,860,438
8874,13/06/2016,743,514,175
8875,12/12/2015,663,331,332
8876,21/03/2019,609,538,535
8877,06/12/2016,938,670,753
8878,03/02/2020,772,298,488
8879,25/06/2020,593,515,82
8880,20/01/2017,126,999,625
8881,07/03/2017,699,402,706
8882,08/07/2017,448,373,408
8883,08/04/2019,75,945,739
8884,05/09/2019,432,575,2
8885,30/12/2017,573,913,797
8886,05/11/2018,231,888,95
8887,07/05/2018,137,934,586
8888,28/03/2020,497,244,679
8889,24/12/2021,478,443,355
8890,30/06/2018,182,322,787
8891,04/10/2015,338,711,263
8892,13/04/2022,576,214,697
8893,17/03/2021,953,561,251
8894,21/03/2017,531,873,636
8895,17/01/2020,259,685,616
8896,18/10/2019,598,317,629
8897,30/12/2015,724,988,490
8898,07/01/2018,329,540,120
8899,01/11/2020,821,693,162
8900,07/11/2015,757,467,97
8901,23/12/2016,61,240,435
8902,11/12/2015,77,248,660
8903,12/03/2021,434,729,78
8904,24/12/2017,650,907,677
8905,01/01/2019,903,748,503
8906,27/08/2018,72,564,704
8907,11/10/2021,418,810,760
8908,10/08/2021,389,141,708
8909,26/09/2017,11,991,384
8910,13/03/2018,375,75,656
8911,23/12/2021,598,714,49
8912,18/08/2019,249,625,574
8913,11/01/2021,907,584,573
8914,06/03/2021,255,688,14
8915,18/07/2021,436,459,23
8916,27/01/2020,697,385,781
8917,02/12/2017,919,683,677
8918,16/01/2021,404,359,500
8919,19/09/2015,89,878,30
8920,26/04/2017,103,368,556
8921,12/11/2016,214,828,332
8922,28/03/2019,863,885,345
8923,10/11/2016,879,294,504
8924,15/01/2018,832,314,383
8925,08/07/2016,279,499,434
8926,04/09/2020,777,676,251
8927,14/04/2016,329,619,250
8928,10/09/2020,820,743,778
8929,11/11/2021,74,19,244
8930,18/10/2019,260,738,746
8931,24/02/2022,75,756,262
8932,02/04/2022,420,393,311
8933,26/04/2016,516,235,125
8934,08/07/2018,738,357,300
8935,31/12/2018,679,116,190
8936,08/03/2021,137,368,741
8937,15/02/2020,439,459,623
8938,10/05/2016,722,95,533
8939,28/03/2017,615,399,453
8940,01/06/2019,860,367,503
8941,23/09/2021,445,500,602
8942,05/08/2017,977,114,330
8943,04/08/2015,503,249,211
8944,26/10/2021,178,688,527
8945,08/05/2018,168,72,597
8946,26/02/2018,665,318,488
8947,28/08/2016,174,977,648
8948,05/09/2016,872,997,566
8949,28/02/2020,316,44,37
8950,07/11/2021,289,171,584
8951,09/09/2017,674,410,786
8952,08/10/2017,926,72,120
8953,25/05/2015,911,35,75
8954,01/03/2018,244,84,90
8955,17/11/2017,732,752,540
8956,29/10/2016,120,793,408
8957,30/03/2022,137,180,516
8958,31/03/2022,655,95,353
8959,01/02/2022,271,240,25
8960,15/05/2016,711,142,104
8961,01/01/2020,76,799,614
8962,12/05/2021,540,272,320
8963,16/06/2018,108,298,131
8964,29/06/2019,372,124,621
8965,25/07/2016,142,595,345
8966,16/12/2016,405,934,58
8967,16/02/2018,934,382,475
8968,03/05/2016,625,393,639
8969,21/03/2017,451,136,383
8970,27/07/2018,333,784,587
8971,03/10/2020,174,696,586
8972,23/08/2018,433,149,666
8973,23/01/2020,913,704,793
8974,28/05/2018,39,843,327
8975,20/11/2020,176,128,97
8976,13/11/2015,320,493,726
8977,08/09/2015,910,932,567
